Date,City,temp_max,temp_min,precipitation,wind_speed
2024-06-10,Delhi,43.0,27.9,0.0,22.2
2024-06-11,Delhi,43.2,28.9,0.0,20.0
2024-06-12,Delhi,44.1,28.8,0.0,18.2
2024-06-13,Delhi,44.8,29.6,0.0,28.1
2024-06-14,Delhi,43.3,32.8,0.0,31.5
2024-06-15,Delhi,43.3,32.2,0.0,28.3
2024-06-16,Delhi,44.0,32.8,0.0,25.1
2024-06-17,Delhi,44.0,33.7,0.0,26.8
2024-06-18,Delhi,44.2,34.5,0.0,30.9
2024-06-19,Delhi,41.3,33.7,0.8,32.1
2024-06-20,Delhi,39.2,25.5,4.9,14.5
2024-06-21,Delhi,38.2,25.4,2.1,28.2
2024-06-22,Delhi,38.5,29.9,0.0,12.3
2024-06-23,Delhi,39.5,30.1,0.3,15.5
2024-06-24,Delhi,39.5,31.0,1.7,15.1
2024-06-25,Delhi,36.6,29.8,4.0,15.3
2024-06-26,Delhi,34.3,26.8,23.3,19.4
2024-06-27,Delhi,30.4,25.4,11.5,21.7
2024-06-28,Delhi,30.5,25.6,20.9,14.8
2024-06-29,Delhi,32.9,26.5,18.9,11.7
2024-06-30,Delhi,34.8,26.8,11.9,15.6
2024-07-01,Delhi,34.1,25.9,11.5,11.8
2024-07-02,Delhi,33.6,26.4,14.1,14.9
2024-07-03,Delhi,32.9,26.0,2.5,16.1
2024-07-04,Delhi,31.6,25.5,7.3,11.3
2024-07-05,Delhi,30.4,26.2,0.7,16.2
2024-07-06,Delhi,33.0,26.0,1.0,15.8
2024-07-07,Delhi,33.5,25.5,0.1,14.2
2024-07-08,Delhi,33.2,25.2,0.0,11.4
2024-07-09,Delhi,32.4,26.1,4.9,11.4
2024-07-10,Delhi,34.1,26.5,11.3,14.8
2024-07-11,Delhi,36.3,26.8,3.9,21.0
2024-07-12,Delhi,35.2,27.0,0.5,23.4
2024-07-13,Delhi,34.2,25.1,12.4,11.7
2024-07-14,Delhi,34.8,27.0,0.3,8.5
2024-07-15,Delhi,33.2,25.5,3.0,21.4
2024-07-16,Delhi,34.2,25.6,17.0,15.5
2024-07-17,Delhi,34.7,28.1,0.2,13.7
2024-07-18,Delhi,34.7,27.6,2.0,12.1
2024-07-19,Delhi,34.4,27.2,0.9,12.0
2024-07-20,Delhi,35.0,27.0,0.2,13.0
2024-07-21,Delhi,34.8,27.2,1.9,16.3
2024-07-22,Delhi,34.6,27.8,5.0,10.9
2024-07-23,Delhi,34.8,27.0,4.3,14.9
2024-07-24,Delhi,33.7,26.4,6.9,9.5
2024-07-25,Delhi,34.7,27.2,0.6,11.1
2024-07-26,Delhi,33.0,27.4,10.2,13.0
2024-07-27,Delhi,34.0,28.0,4.5,16.1
2024-07-28,Delhi,35.1,28.6,6.0,15.7
2024-07-29,Delhi,35.7,28.3,0.3,15.8
2024-07-30,Delhi,36.4,29.0,0.1,13.7
2024-07-31,Delhi,37.0,26.5,116.0,17.4
2024-08-01,Delhi,31.2,25.5,34.7,17.8
2024-08-02,Delhi,32.2,25.5,3.0,17.6
2024-08-03,Delhi,32.4,26.0,1.9,20.9
2024-08-04,Delhi,33.5,26.9,0.1,25.9
2024-08-05,Delhi,32.6,26.4,1.2,31.0
2024-08-06,Delhi,31.8,26.4,0.1,14.7
2024-08-07,Delhi,30.0,25.5,16.4,11.2
2024-08-08,Delhi,31.5,25.5,10.8,12.3
2024-08-09,Delhi,31.8,25.2,30.8,8.4
2024-08-10,Delhi,31.2,24.9,16.7,9.8
2024-08-11,Delhi,30.9,25.5,11.4,11.1
2024-08-12,Delhi,30.0,25.5,10.9,13.6
2024-08-13,Delhi,30.8,25.2,9.1,15.1
2024-08-14,Delhi,30.6,25.9,7.8,10.8
2024-08-15,Delhi,32.2,25.9,10.9,14.1
2024-08-16,Delhi,32.3,25.5,15.0,15.5
2024-08-17,Delhi,31.9,25.7,7.7,9.6
2024-08-18,Delhi,32.7,26.2,2.3,14.7
2024-08-19,Delhi,32.7,26.1,1.6,17.0
2024-08-20,Delhi,31.6,26.4,4.3,12.7
2024-08-21,Delhi,32.0,25.0,5.4,8.7
2024-08-22,Delhi,32.8,24.7,7.0,10.7
2024-08-23,Delhi,30.7,24.9,0.9,10.5
2024-08-24,Delhi,31.5,25.3,8.8,16.6
2024-08-25,Delhi,32.2,24.9,15.2,22.0
2024-08-26,Delhi,31.5,26.0,3.8,22.7
2024-08-27,Delhi,31.1,24.3,11.1,24.1
2024-08-28,Delhi,30.2,24.2,7.9,16.2
2024-08-29,Delhi,30.9,24.4,19.5,19.4
2024-08-30,Delhi,31.2,25.0,7.5,9.1
2024-08-31,Delhi,33.3,25.6,0.0,13.3
2024-09-01,Delhi,33.5,25.9,0.1,13.9
2024-09-02,Delhi,31.5,25.1,11.7,14.1
2024-09-03,Delhi,31.5,25.4,17.8,13.4
2024-09-04,Delhi,30.8,24.4,0.9,10.6
2024-09-05,Delhi,31.5,24.8,2.9,12.8
2024-09-06,Delhi,30.5,24.2,14.7,15.6
2024-09-07,Delhi,30.4,24.1,23.6,11.8
2024-09-08,Delhi,31.3,24.4,14.1,10.3
2024-09-09,Delhi,32.7,25.1,3.4,13.2
2024-09-10,Delhi,30.6,24.9,11.8,11.5
2024-09-11,Delhi,31.6,25.0,26.7,16.6
2024-09-12,Delhi,27.2,23.9,100.8,24.4
2024-09-13,Delhi,30.0,23.3,54.7,22.7
2024-09-14,Delhi,29.9,22.5,4.7,18.7
2024-09-15,Delhi,31.2,22.5,0.1,19.8
2024-09-16,Delhi,32.1,23.7,0.0,17.3
2024-09-17,Delhi,31.5,23.9,0.0,11.6
2024-09-18,Delhi,27.7,22.8,62.7,17.9
2024-09-19,Delhi,29.8,22.8,3.7,15.7
2024-09-20,Delhi,31.0,24.0,0.0,12.2
2024-09-21,Delhi,31.6,24.8,0.2,9.2
2024-09-22,Delhi,33.0,25.3,0.0,6.9
2024-09-23,Delhi,33.3,25.0,0.0,10.7
2024-09-24,Delhi,33.5,25.2,0.0,6.9
2024-09-25,Delhi,33.0,26.4,0.4,16.1
2024-09-26,Delhi,31.4,25.2,0.4,13.2
2024-09-27,Delhi,30.9,24.8,0.8,16.0
2024-09-28,Delhi,30.5,23.0,0.0,11.6
2024-09-29,Delhi,30.6,22.6,0.3,10.1
2024-09-30,Delhi,32.7,23.5,0.0,15.2
2024-10-01,Delhi,33.2,24.0,0.0,14.9
2024-10-02,Delhi,34.6,24.6,0.0,17.7
2024-10-03,Delhi,33.9,24.5,0.0,18.4
2024-10-04,Delhi,33.5,23.8,0.0,13.4
2024-10-05,Delhi,33.5,24.2,0.0,17.8
2024-10-06,Delhi,33.5,23.7,0.0,15.9
2024-10-07,Delhi,32.3,21.9,0.0,9.1
2024-10-08,Delhi,32.5,22.2,0.0,10.0
2024-10-09,Delhi,32.2,20.5,0.0,14.8
2024-10-10,Delhi,32.3,21.0,0.0,13.9
2024-10-11,Delhi,31.6,19.0,0.0,13.7
2024-10-12,Delhi,32.0,19.1,0.0,10.6
2024-10-13,Delhi,32.0,19.7,0.0,8.7
2024-10-14,Delhi,31.8,20.5,0.0,10.4
2024-10-15,Delhi,31.9,19.4,0.0,13.1
2024-10-16,Delhi,32.3,19.6,0.0,9.0
2024-10-17,Delhi,32.8,20.6,0.0,9.2
2024-10-18,Delhi,33.3,20.1,0.0,10.1
2024-10-19,Delhi,33.7,21.0,0.0,9.9
2024-10-20,Delhi,33.0,20.2,0.0,10.5
2024-10-21,Delhi,32.3,20.0,0.0,9.1
2024-10-22,Delhi,31.5,20.0,0.0,9.5
2024-10-23,Delhi,32.1,20.0,0.0,17.5
2024-10-24,Delhi,32.6,20.2,0.0,14.8
2024-10-25,Delhi,32.0,19.0,0.0,17.9
2024-10-26,Delhi,31.5,19.0,0.0,13.2
2024-10-27,Delhi,31.0,20.4,0.0,8.5
2024-10-28,Delhi,31.4,21.0,0.0,10.9
2024-10-29,Delhi,32.8,20.6,0.0,8.9
2024-10-30,Delhi,34.3,21.3,0.0,12.4
2024-10-31,Delhi,32.8,20.8,0.0,18.0
2024-11-01,Delhi,32.0,19.3,0.0,17.6
2024-11-02,Delhi,31.7,17.7,0.0,10.7
2024-11-03,Delhi,31.3,18.2,0.0,9.3
2024-11-04,Delhi,30.4,17.5,0.0,9.5
2024-11-05,Delhi,29.4,18.1,0.0,10.5
2024-11-06,Delhi,30.2,18.0,0.0,8.9
2024-11-07,Delhi,30.1,19.0,0.0,7.4
2024-11-08,Delhi,30.2,19.0,0.0,8.1
2024-11-09,Delhi,30.5,19.6,0.0,11.4
2024-11-10,Delhi,30.1,19.3,0.0,9.6
2024-11-11,Delhi,29.8,18.5,0.0,8.0
2024-11-12,Delhi,31.1,19.0,0.0,15.0
2024-11-13,Delhi,30.0,18.8,0.0,10.5
2024-11-14,Delhi,30.0,19.0,0.0,9.6
2024-11-15,Delhi,29.0,18.6,0.0,12.6
2024-11-16,Delhi,28.8,17.5,0.0,10.5
2024-11-17,Delhi,28.5,18.0,0.0,8.9
2024-11-18,Delhi,26.4,15.9,0.0,7.8
2024-11-19,Delhi,25.9,14.2,0.0,8.7
2024-11-20,Delhi,25.9,13.6,0.0,8.3
2024-11-21,Delhi,25.8,13.6,0.0,7.7
2024-11-22,Delhi,26.2,13.9,0.0,7.0
2024-11-23,Delhi,27.5,14.1,0.0,6.0
2024-11-24,Delhi,27.6,15.6,0.0,10.6
2024-11-25,Delhi,25.9,15.1,0.0,11.0
2024-11-26,Delhi,25.5,13.9,0.0,10.4
2024-11-27,Delhi,26.0,13.6,0.0,8.1
2024-11-28,Delhi,25.5,12.8,0.0,6.5
2024-11-29,Delhi,24.5,12.4,0.0,5.1
2024-11-30,Delhi,24.9,12.4,0.0,8.0
2024-12-01,Delhi,24.8,14.0,0.0,8.1
2024-12-02,Delhi,25.8,13.3,0.0,7.1
2024-12-03,Delhi,26.5,13.5,0.0,10.7
2024-12-04,Delhi,25.5,15.2,0.0,14.2
2024-12-05,Delhi,23.6,11.9,0.0,12.7
2024-12-06,Delhi,23.5,11.3,0.0,12.0
2024-12-07,Delhi,23.1,9.6,0.0,5.0
2024-12-08,Delhi,22.2,11.0,1.5,13.1
2024-12-09,Delhi,20.2,10.4,0.0,8.7
2024-12-10,Delhi,20.0,9.8,0.0,13.0
2024-12-11,Delhi,20.1,8.2,0.0,10.5
2024-12-12,Delhi,20.5,7.7,0.0,10.1
2024-12-13,Delhi,20.6,9.2,0.0,15.1
2024-12-14,Delhi,20.6,8.6,0.0,12.5
2024-12-15,Delhi,21.1,7.2,0.0,6.5
2024-12-16,Delhi,21.0,7.0,0.0,5.9
2024-12-17,Delhi,20.6,7.7,0.0,4.4
2024-12-18,Delhi,20.9,7.6,0.0,7.2
2024-12-19,Delhi,20.8,8.0,0.0,8.3
2024-12-20,Delhi,23.2,10.2,0.0,6.5
2024-12-21,Delhi,22.1,9.2,0.0,7.3
2024-12-22,Delhi,22.5,10.4,0.0,7.2
2024-12-23,Delhi,17.6,11.6,1.4,10.1
2024-12-24,Delhi,18.6,11.4,0.5,8.9
2024-12-25,Delhi,20.6,10.8,0.0,7.6
2024-12-26,Delhi,22.5,9.9,0.0,4.8
2024-12-27,Delhi,17.0,13.8,29.9,11.3
2024-12-28,Delhi,18.0,12.2,4.6,7.8
2024-12-29,Delhi,18.2,10.6,0.0,9.6
2024-12-30,Delhi,18.0,9.6,0.0,11.0
2024-12-31,Delhi,16.0,7.5,0.0,5.1
2018-01-01,Mumbai,27.9,17.1,0.0,15.5
2018-01-02,Mumbai,27.4,16.4,0.0,16.4
2018-01-03,Mumbai,28.0,16.9,0.0,17.4
2018-01-04,Mumbai,27.8,17.5,0.0,16.4
2018-01-05,Mumbai,27.8,18.2,0.0,17.8
2018-01-06,Mumbai,26.9,17.2,0.0,16.4
2018-01-07,Mumbai,27.1,16.8,0.0,18.9
2018-01-08,Mumbai,26.9,15.7,0.0,18.5
2018-01-09,Mumbai,30.1,17.1,0.0,14.5
2018-01-10,Mumbai,31.2,18.5,0.0,17.2
2018-01-11,Mumbai,31.4,20.5,0.0,12.7
2018-01-12,Mumbai,31.8,21.6,0.0,17.5
2018-01-13,Mumbai,31.8,22.2,0.0,17.7
2018-01-14,Mumbai,30.2,23.5,0.0,15.3
2018-01-15,Mumbai,32.0,22.5,0.0,16.3
2018-01-16,Mumbai,32.8,22.5,0.0,14.3
2018-01-17,Mumbai,30.3,21.5,0.0,19.7
2018-01-18,Mumbai,31.4,20.5,0.0,18.8
2018-01-19,Mumbai,31.1,20.6,0.0,22.0
2018-01-20,Mumbai,30.7,18.8,0.0,15.5
2018-01-21,Mumbai,29.9,19.1,0.0,14.8
2018-01-22,Mumbai,27.6,19.2,0.0,15.8
2018-01-23,Mumbai,27.0,19.0,0.0,22.0
2018-01-24,Mumbai,27.6,17.5,0.0,19.4
2018-01-25,Mumbai,28.7,16.1,0.0,16.6
2018-01-26,Mumbai,29.3,16.5,0.0,17.9
2018-01-27,Mumbai,28.6,16.6,0.0,16.7
2018-01-28,Mumbai,28.4,16.8,0.0,19.9
2018-01-29,Mumbai,29.0,17.4,0.0,17.6
2018-01-30,Mumbai,32.7,19.5,0.0,18.3
2018-01-31,Mumbai,32.9,18.0,0.0,17.3
2018-02-01,Mumbai,31.3,17.0,0.0,15.5
2018-02-02,Mumbai,29.3,17.8,0.0,18.9
2018-02-03,Mumbai,31.4,18.0,0.0,20.9
2018-02-04,Mumbai,29.6,20.2,0.0,17.1
2018-02-05,Mumbai,30.0,18.6,0.0,18.1
2018-02-06,Mumbai,29.9,19.6,0.0,18.6
2018-02-07,Mumbai,29.0,21.4,0.0,16.2
2018-02-08,Mumbai,28.5,20.0,0.0,16.6
2018-02-09,Mumbai,28.9,18.9,0.0,14.6
2018-02-10,Mumbai,29.0,19.9,0.0,19.8
2018-02-11,Mumbai,27.0,20.0,0.1,20.7
2018-02-12,Mumbai,27.0,18.5,0.0,17.3
2018-02-13,Mumbai,27.9,17.7,0.0,22.5
2018-02-14,Mumbai,33.2,18.9,0.0,19.7
2018-02-15,Mumbai,34.0,23.3,0.0,18.1
2018-02-16,Mumbai,32.2,21.5,0.0,19.8
2018-02-17,Mumbai,31.1,21.2,0.0,20.7
2018-02-18,Mumbai,31.0,19.4,0.0,19.5
2018-02-19,Mumbai,31.5,19.2,0.0,19.1
2018-02-20,Mumbai,32.1,21.6,0.0,20.4
2018-02-21,Mumbai,30.2,20.5,0.0,22.4
2018-02-22,Mumbai,32.5,20.8,0.0,22.1
2018-02-23,Mumbai,30.0,21.2,0.0,17.6
2018-02-24,Mumbai,31.5,21.1,0.0,20.3
2018-02-25,Mumbai,35.2,22.8,0.0,20.1
2018-02-26,Mumbai,32.6,21.4,0.0,17.1
2018-02-27,Mumbai,34.3,22.2,0.0,16.6
2018-02-28,Mumbai,33.9,21.5,0.0,15.8
2018-03-01,Mumbai,32.2,21.5,0.0,15.9
2018-03-02,Mumbai,32.0,22.6,0.0,21.1
2018-03-03,Mumbai,31.3,22.9,0.0,21.2
2018-03-04,Mumbai,30.5,22.5,0.0,19.7
2018-03-05,Mumbai,31.4,21.3,0.0,25.0
2018-03-06,Mumbai,32.1,23.5,0.0,24.3
2018-03-07,Mumbai,30.6,24.9,0.0,20.2
2018-03-08,Mumbai,29.6,21.0,0.0,25.0
2018-03-09,Mumbai,31.0,22.0,0.0,25.2
2018-03-10,Mumbai,30.9,22.2,0.0,24.5
2018-03-11,Mumbai,33.2,22.6,0.0,22.7
2018-03-12,Mumbai,35.0,21.9,0.0,25.5
2018-03-13,Mumbai,32.3,23.8,0.0,24.7
2018-03-14,Mumbai,34.0,22.0,0.0,29.3
2018-03-15,Mumbai,28.5,23.5,0.0,16.9
2018-03-16,Mumbai,29.8,23.4,0.0,16.6
2018-03-17,Mumbai,31.6,22.8,0.0,20.6
2018-03-18,Mumbai,30.8,22.9,0.0,18.1
2018-03-19,Mumbai,30.9,23.0,0.3,20.4
2018-03-20,Mumbai,30.2,21.8,0.0,16.6
2018-03-21,Mumbai,30.5,22.1,0.0,25.0
2018-03-22,Mumbai,29.0,21.1,0.0,21.6
2018-03-23,Mumbai,28.9,20.6,0.0,19.8
2018-03-24,Mumbai,30.9,21.4,0.0,20.1
2018-03-25,Mumbai,35.2,22.5,0.0,20.9
2018-03-26,Mumbai,35.8,24.2,0.0,21.3
2018-03-27,Mumbai,31.8,23.4,0.0,19.1
2018-03-28,Mumbai,30.4,24.2,0.0,17.7
2018-03-29,Mumbai,31.0,22.9,0.0,20.6
2018-03-30,Mumbai,30.8,23.1,0.0,18.5
2018-03-31,Mumbai,30.0,24.4,0.0,18.9
2018-04-01,Mumbai,31.4,22.5,0.0,23.9
2018-04-02,Mumbai,30.6,23.1,0.0,24.9
2018-04-03,Mumbai,30.6,22.9,0.0,24.1
2018-04-04,Mumbai,31.1,23.0,0.0,24.1
2018-04-05,Mumbai,31.5,23.8,0.0,22.5
2018-04-06,Mumbai,31.6,24.0,0.0,21.6
2018-04-07,Mumbai,31.6,23.0,0.0,21.2
2018-04-08,Mumbai,33.1,23.5,0.0,18.3
2018-04-09,Mumbai,32.5,22.0,0.0,22.7
2018-04-10,Mumbai,31.5,23.7,0.0,22.4
2018-04-11,Mumbai,31.1,24.2,0.0,17.6
2018-04-12,Mumbai,31.5,24.8,0.0,21.3
2018-04-13,Mumbai,31.2,24.0,0.0,20.3
2018-04-14,Mumbai,31.7,24.4,0.0,21.3
2018-04-15,Mumbai,31.2,25.5,0.0,21.0
2018-04-16,Mumbai,31.8,25.2,0.0,25.5
2018-04-17,Mumbai,34.6,26.0,0.1,22.2
2018-04-18,Mumbai,33.0,26.9,0.0,17.6
2018-04-19,Mumbai,34.0,24.9,0.0,20.7
2018-04-20,Mumbai,32.5,27.0,0.0,17.0
2018-04-21,Mumbai,32.6,25.5,0.0,22.9
2018-04-22,Mumbai,33.7,24.9,0.0,21.8
2018-04-23,Mumbai,32.2,23.8,0.0,19.2
2018-04-24,Mumbai,33.4,24.1,0.0,21.6
2018-04-25,Mumbai,33.0,23.4,0.0,23.9
2018-04-26,Mumbai,31.1,24.0,0.0,19.8
2018-04-27,Mumbai,31.4,24.8,0.0,21.9
2018-04-28,Mumbai,32.0,24.5,0.0,24.5
2018-04-29,Mumbai,32.0,26.1,0.0,19.8
2018-04-30,Mumbai,31.6,25.2,0.0,17.8
2018-05-01,Mumbai,31.6,26.1,0.0,18.4
2018-05-02,Mumbai,31.4,25.0,0.0,18.8
2018-05-03,Mumbai,32.0,25.8,0.0,19.1
2018-05-04,Mumbai,32.5,25.9,0.1,18.4
2018-05-05,Mumbai,32.1,26.5,0.0,18.4
2018-05-06,Mumbai,32.5,26.2,0.0,19.2
2018-05-07,Mumbai,32.4,27.0,0.0,18.2
2018-05-08,Mumbai,32.4,26.5,0.0,20.7
2018-05-09,Mumbai,32.6,26.1,0.0,23.3
2018-05-10,Mumbai,32.8,26.4,0.0,19.1
2018-05-11,Mumbai,33.2,26.8,0.0,19.6
2018-05-12,Mumbai,32.3,27.0,0.0,17.6
2018-05-13,Mumbai,32.7,25.8,0.0,19.7
2018-05-14,Mumbai,32.7,27.3,0.0,18.0
2018-05-15,Mumbai,32.2,26.8,0.0,17.8
2018-05-16,Mumbai,32.9,27.0,0.0,21.1
2018-05-17,Mumbai,33.3,27.5,0.0,22.2
2018-05-18,Mumbai,32.3,28.0,0.0,19.7
2018-05-19,Mumbai,32.5,26.7,0.0,17.9
2018-05-20,Mumbai,32.6,26.9,0.0,22.9
2018-05-21,Mumbai,32.5,27.0,0.0,19.9
2018-05-22,Mumbai,32.3,26.6,0.0,18.9
2018-05-23,Mumbai,31.9,26.5,0.0,16.3
2018-05-24,Mumbai,32.5,27.9,0.0,20.0
2018-05-25,Mumbai,32.7,28.0,0.0,20.1
2018-05-26,Mumbai,33.0,28.8,0.0,22.2
2018-05-27,Mumbai,33.3,28.5,0.4,19.6
2018-05-28,Mumbai,32.7,28.7,0.0,22.8
2018-05-29,Mumbai,32.3,28.1,1.0,21.3
2018-05-30,Mumbai,33.1,28.2,0.4,17.8
2018-05-31,Mumbai,33.0,28.4,0.4,18.1
2018-06-01,Mumbai,33.3,27.2,3.6,23.6
2018-06-02,Mumbai,33.1,27.3,3.3,20.5
2018-06-03,Mumbai,32.5,27.3,3.9,16.9
2018-06-04,Mumbai,31.7,27.4,4.3,19.6
2018-06-05,Mumbai,32.8,26.8,0.3,19.3
2018-06-06,Mumbai,31.4,28.1,5.6,15.8
2018-06-07,Mumbai,30.2,27.2,19.3,17.3
2018-06-08,Mumbai,30.0,27.4,10.7,14.8
2018-06-09,Mumbai,29.2,26.9,21.1,20.0
2018-06-10,Mumbai,30.2,26.5,17.1,26.3
2018-06-11,Mumbai,30.5,27.4,5.4,29.5
2018-06-12,Mumbai,31.0,27.5,3.1,25.5
2018-06-13,Mumbai,30.6,27.8,3.8,27.9
2018-06-14,Mumbai,30.9,27.0,8.0,21.6
2018-06-15,Mumbai,28.8,25.9,7.9,21.8
2018-06-16,Mumbai,28.0,25.6,10.3,21.4
2018-06-17,Mumbai,27.9,25.3,21.9,23.7
2018-06-18,Mumbai,28.0,25.2,27.7,22.3
2018-06-19,Mumbai,29.5,25.5,3.1,15.7
2018-06-20,Mumbai,30.9,27.1,1.1,20.9
2018-06-21,Mumbai,30.4,27.6,1.4,24.7
2018-06-22,Mumbai,29.8,27.3,5.4,17.1
2018-06-23,Mumbai,28.2,25.9,41.0,14.1
2018-06-24,Mumbai,28.0,25.5,49.3,26.6
2018-06-25,Mumbai,27.9,25.9,41.8,21.9
2018-06-26,Mumbai,29.1,26.0,11.6,26.4
2018-06-27,Mumbai,29.3,26.4,6.8,25.8
2018-06-28,Mumbai,27.5,25.4,12.6,21.5
2018-06-29,Mumbai,27.5,25.3,9.7,22.6
2018-06-30,Mumbai,28.4,25.2,6.8,29.4
2018-07-01,Mumbai,28.2,25.4,7.0,25.7
2018-07-02,Mumbai,27.5,25.7,23.2,25.6
2018-07-03,Mumbai,27.4,25.6,35.1,26.4
2018-07-04,Mumbai,27.0,25.4,39.4,30.8
2018-07-05,Mumbai,27.4,25.0,20.4,26.6
2018-07-06,Mumbai,27.3,25.5,10.5,20.0
2018-07-07,Mumbai,26.3,24.9,39.3,17.1
2018-07-08,Mumbai,27.1,25.1,52.9,23.8
2018-07-09,Mumbai,26.8,25.3,43.0,20.2
2018-07-10,Mumbai,27.5,25.5,26.8,22.3
2018-07-11,Mumbai,27.5,25.5,18.6,24.2
2018-07-12,Mumbai,26.8,25.4,26.1,25.5
2018-07-13,Mumbai,27.4,25.5,32.7,24.3
2018-07-14,Mumbai,27.2,25.4,16.8,24.0
2018-07-15,Mumbai,26.7,25.5,37.7,31.0
2018-07-16,Mumbai,27.0,25.6,43.8,29.2
2018-07-17,Mumbai,26.9,25.4,25.4,29.4
2018-07-18,Mumbai,28.0,25.2,10.7,30.4
2018-07-19,Mumbai,27.6,25.2,9.0,23.5
2018-07-20,Mumbai,26.5,25.4,20.2,23.5
2018-07-21,Mumbai,28.0,25.6,13.2,28.8
2018-07-22,Mumbai,27.6,25.5,9.4,27.5
2018-07-23,Mumbai,28.3,25.5,5.2,28.1
2018-07-24,Mumbai,27.8,25.8,6.8,27.8
2018-07-25,Mumbai,28.1,25.6,4.1,27.6
2018-07-26,Mumbai,27.6,25.9,3.6,28.7
2018-07-27,Mumbai,28.5,25.8,6.2,31.2
2018-07-28,Mumbai,28.1,26.2,2.8,27.5
2018-07-29,Mumbai,28.8,26.4,3.2,26.1
2018-07-30,Mumbai,28.8,26.2,6.6,25.2
2018-07-31,Mumbai,28.6,25.9,4.4,25.7
2018-08-01,Mumbai,28.5,25.4,7.0,26.1
2018-08-02,Mumbai,28.4,25.5,4.2,24.1
2018-08-03,Mumbai,27.7,25.2,6.8,25.6
2018-08-04,Mumbai,26.5,24.9,16.3,26.5
2018-08-05,Mumbai,28.1,25.3,4.7,27.9
2018-08-06,Mumbai,27.9,25.5,6.4,30.1
2018-08-07,Mumbai,28.0,25.5,6.0,28.6
2018-08-08,Mumbai,27.5,25.6,5.7,26.5
2018-08-09,Mumbai,26.8,25.2,8.4,26.1
2018-08-10,Mumbai,27.9,25.2,7.7,23.3
2018-08-11,Mumbai,27.5,25.2,7.4,27.6
2018-08-12,Mumbai,27.8,25.0,9.4,31.0
2018-08-13,Mumbai,27.9,25.0,8.1,30.0
2018-08-14,Mumbai,28.1,25.4,5.9,28.5
2018-08-15,Mumbai,28.1,25.4,7.0,26.3
2018-08-16,Mumbai,27.0,25.2,15.1,27.3
2018-08-17,Mumbai,26.5,25.3,17.7,31.3
2018-08-18,Mumbai,26.8,24.8,11.9,24.5
2018-08-19,Mumbai,27.0,25.0,6.6,23.9
2018-08-20,Mumbai,26.5,24.9,17.6,22.6
2018-08-21,Mumbai,25.3,24.7,28.5,22.2
2018-08-22,Mumbai,25.7,24.6,20.8,23.2
2018-08-23,Mumbai,27.4,25.2,4.9,24.6
2018-08-24,Mumbai,27.3,24.8,6.0,23.7
2018-08-25,Mumbai,27.4,24.8,10.6,27.2
2018-08-26,Mumbai,26.9,24.5,11.4,27.9
2018-08-27,Mumbai,26.4,24.2,8.3,21.1
2018-08-28,Mumbai,26.0,24.4,4.9,15.0
2018-08-29,Mumbai,27.5,24.4,5.5,20.4
2018-08-30,Mumbai,26.9,24.9,3.7,18.4
2018-08-31,Mumbai,27.5,25.0,4.6,20.0
2018-09-01,Mumbai,26.5,24.4,6.4,20.6
2018-09-02,Mumbai,27.7,25.0,7.4,25.3
2018-09-03,Mumbai,28.0,24.5,5.4,21.7
2018-09-04,Mumbai,27.2,24.9,4.5,22.5
2018-09-05,Mumbai,27.8,24.9,2.9,20.5
2018-09-06,Mumbai,27.5,25.0,2.0,18.0
2018-09-07,Mumbai,27.1,24.6,2.2,17.4
2018-09-08,Mumbai,27.4,24.4,2.9,17.7
2018-09-09,Mumbai,27.8,23.9,3.1,18.4
2018-09-10,Mumbai,28.2,23.9,1.2,15.2
2018-09-11,Mumbai,28.1,23.5,0.9,17.3
2018-09-12,Mumbai,28.0,24.0,1.5,16.1
2018-09-13,Mumbai,27.2,23.8,2.0,13.5
2018-09-14,Mumbai,27.5,24.2,3.5,14.5
2018-09-15,Mumbai,27.6,24.8,3.0,13.0
2018-09-16,Mumbai,28.5,24.9,2.3,17.6
2018-09-17,Mumbai,28.4,24.6,0.7,17.6
2018-09-18,Mumbai,28.1,24.0,1.9,15.7
2018-09-19,Mumbai,27.9,23.7,7.5,13.8
2018-09-20,Mumbai,29.0,25.2,6.3,20.4
2018-09-21,Mumbai,29.5,24.9,4.7,19.7
2018-09-22,Mumbai,29.1,26.0,2.1,21.7
2018-09-23,Mumbai,28.4,25.7,1.6,16.5
2018-09-24,Mumbai,29.0,25.2,2.7,14.5
2018-09-25,Mumbai,29.3,24.8,0.0,16.8
2018-09-26,Mumbai,30.2,24.1,0.0,18.6
2018-09-27,Mumbai,31.2,25.8,0.1,14.8
2018-09-28,Mumbai,31.0,26.5,6.3,8.8
2018-09-29,Mumbai,31.5,26.0,0.0,15.0
2018-09-30,Mumbai,32.5,26.7,0.0,12.4
2018-10-01,Mumbai,33.0,26.2,0.0,11.8
2018-10-02,Mumbai,33.2,26.8,0.1,12.2
2018-10-03,Mumbai,31.8,26.2,1.5,12.9
2018-10-04,Mumbai,32.2,26.9,0.2,10.7
2018-10-05,Mumbai,33.2,26.3,0.8,11.8
2018-10-06,Mumbai,33.7,26.5,0.0,13.6
2018-10-07,Mumbai,34.3,26.0,0.0,14.1
2018-10-08,Mumbai,32.5,26.0,0.0,13.7
2018-10-09,Mumbai,31.4,26.9,1.5,17.6
2018-10-10,Mumbai,31.3,26.6,0.7,17.7
